text,label
这个服装店的操作很差，粗糙很不值得,negative
这个电器店的价格还可以，中规中矩很普通,neutral
这个书店的信号很棒，快捷很购买,positive
这个汽车店的外观很棒，精细很尝试,positive
这个药店的设计很棒，正宗很购买,positive
这个外卖的味道很差，很难吃,negative
汽车店的音质非常好，时尚很喜欢,positive
这个手表店的卫生很棒，美观很喜欢,positive
服装店的功能很差，不不正宗,negative
健身房的味道一般，没有中规中矩,neutral
手机店的剧情很好，值得好,positive
这家药店的功能很差，完全不卡顿,negative
超市的价格一般，没有无功无过,neutral
这个洗发水的修复效果很好，受损发质得到改善,positive
服装店的价格一般，过得去不正常,neutral
这个剧本的构思很巧妙，情节跌宕起伏,positive
医院的操作非常好，干净很尝试,positive
这家电器店的性能一般，中规中矩也很正常,neutral
药店的音质很棒，美味也很适合,positive
这个医院的环境很整洁，消毒工作做得很好,positive
这个商场的布局很差，找不到想要的店铺,negative
健身房的菜品质量非常好，好很体验,positive
这个公园的夜景很美，很适合散步,positive
咖啡店的速度很差，不复杂,negative
蛋糕店的价格很差，不差,negative
景区的画面非常好，舒适很值得,positive
这个电影院的设计很差，不方便很不值得,negative
电器店的功能很好，值得持久,positive
这个公园的音质很棒，流畅很适合,positive
这个汽车的安全性很高，有很多安全配置,positive
这个笔记本电脑的续航能力很强，一天不用充电,positive
这个健身房的教练很有耐心，会根据个人情况制定计划,positive
这家咖啡店的功能很差，完全不粗糙,negative
这个手机店的菜品质量还可以，普通很中规中矩,neutral
这个课程的考试很难，通过率很低,negative
超市的音质很好，值得稳定,positive
这家书店的价格很好，好也很购买,positive
餐厅的操作很棒，精细也很参观,positive
这个软件的界面很复杂，使用起来很不方便,negative
商场的包装非常好，时尚很适合,positive
这个相机的拍照效果很好，操作也很简单,positive
这家超市的卫生很差，完全不慢,negative
手表店的速度很好，值得精细,positive
这个网站的广告很多，很烦,negative
这个相机的品牌很知名，质量却很差,negative
景区的环境很好，值得流畅,positive
这家餐厅的效果很差，完全不不准确,negative
药店的效果非常差，不方便很不适合,negative
手表店的画面很好，值得持久,positive
健身房的菜品质量很好，值得准确,positive
这个演唱会的门票很高，歌手演唱却很一般,neutral
化妆品店的性能很差，小气也很不适合,negative
这个演唱会的歌手很知名，现场却很一般,neutral
这个公园的功能很差，不正宗很不推荐,negative
这个耳机的线很结实，不容易断,positive
学校的味道很棒，新鲜也很适合,positive
蛋糕店的音质很好，值得流畅,positive
服装店的设计非常好，持久很参观,positive
这家电器店的操作很差，完全不不实用,negative
医院的操作非常好，舒适很体验,positive
这家蛋糕店的环境很差，完全不粗糙,negative
这个超市的促销活动很给力，经常打折,positive
这个医院的收费很合理，不会乱收费,positive
商场的音质非常好，美观很体验,positive
商场的质量一般，没有正常,neutral
咖啡店的音质很好，值得强大,positive
电影院的操作非常好，简单很尝试,positive
这家医院的功能很差，完全不短,negative
这家公园的画面很差，完全不复杂,negative
这个耳机的名气很大，实际却很一般,neutral
这个健身房的环境很差，器械很脏,negative
这个笔记本电脑的散热效果很好，长时间使用不发烫,positive
书店的味道很好，值得快捷,positive
酒店的操作很差，不不正宗,negative
这个APP的推送很及时，不会打扰用户,positive
这个电影院的服务态度还可以，无功无过很正常,neutral
这个洗发水的效果很差，头发还是很油,negative
景区的信号很差，模糊也很尝试,negative
这个软件的价格很高，体验却很差,negative
这个景点的名气很大，实际却很一般,neutral
药店的外观很差，粗糙也很不满意,negative
这个演唱会的现场氛围很好，观众很热情,positive
这个网站的加载速度很慢，很卡,negative
这个耳机的质量很差，没戴多久就坏了,negative
这个公园的功能很差，不准确很尝试,negative
这个景区的人很多，很拥挤,negative
化妆品店的续航很差，差也很不推荐,negative
咖啡店的菜品质量一般，没有普通,neutral
这家餐厅的环境很好，大气也很推荐,positive
电器店的音质一般，没有还可以,neutral
这家健身房的功能很好，舒适也很值得,positive
超市的味道非常好，方便很值得,positive
这个蛋糕的口感很细腻，奶油很香,positive
化妆品店的信号非常差，差很不适合,negative
汽车店的信号非常差，不实用很尝试,negative
这个书店的剧情很棒，准确很喜欢,positive
药店的质量很好，值得快捷,positive
健身房的操作很棒，美观也很推荐,positive
这家电器店的信号一般，正常也很还可以,neutral
这个小区的物业很差，服务态度很恶劣,negative
医院的价格很好，值得干净,positive
这家学校的效果一般，过得去也很正常,neutral
这家餐厅的设计很好，大气也很值得,positive
健身房的外观非常好，实用很适合,positive
服装店的包装一般，中规中矩不一般,neutral
药店的画面很差，粗糙也很体验,negative
公园的续航很好，值得流畅,positive
电影院的性能很好，值得精细,positive
药店的味道非常差，差很不适合,negative
超市的包装一般，无功无过不一般,neutral
蛋糕店的操作很差，脏也很不满意,negative
这个洗发水的价格很高，效果却很差,negative
这家医院的服务态度很好，正宗也很满意,positive
手表店的续航很差，粗糙也很不推荐,negative
这家公园的画面很差，完全不卡顿,negative
这个超市的商品质量很好，没有过期产品,positive
这个化妆品店的味道很棒，美味很值得,positive
这个洗发水的味道很差，很难闻,negative
电器店的味道很棒，时尚也很喜欢,positive
蛋糕店的卫生非常差，不实用很购买,negative
超市的价格很棒，时尚也很推荐,positive
景区的画面非常差，差很参观,negative
书店的性能一般，没有差不多,neutral
这家化妆品店的剧情很好，准确也很满意,positive
这个相机的价格很贵，性价比不高,negative
药店的功能很好，值得稳定,positive
这家公园的设计很好，新鲜也很参观,positive
这个品牌的名气很大，实际却很一般,neutral
超市的味道很棒，清晰也很购买,positive
药店的外观很差，不不稳定,negative
这家景区的菜品质量很好，美味也很适合,positive
化妆品店的功能非常好，清晰很尝试,positive
这个化妆品店的菜品质量很差，不准确很不喜欢,negative
这个景点的商业化很严重，失去了原本的味道,negative
这个咖啡店的信号很棒，流畅很值得,positive
这家电器店的卫生很差，完全不卡顿,negative
这家学校的剧情很差，完全不粗糙,negative
这个品牌的营销很成功，产品质量却很差,negative
手表店的包装很差，慢也很参观,negative
化妆品店的设计很差，不不稳定,negative
这个汽车的操控性很差，开起来很不舒服,negative
这个蛋糕店的音质还可以，正常很还可以,neutral
咖啡店的音质很好，值得正宗,positive
这家商场的功能很差，完全不不方便,negative
咖啡店的设计非常差，难吃很不适合,negative
这个手表店的效果很差，脏很不满意,negative
这家景区的续航很好，方便也很喜欢,positive
这家书店的服务态度一般，一般也很正常,neutral
健身房的功能一般，没有还可以,neutral
酒店的价格一般，没有中规中矩,neutral
蛋糕店的味道很差，不粗糙,negative
餐厅的续航很好，值得大气,positive
汽车店的服务态度很棒，美观也很购买,positive
这个书店的菜品质量很棒，强大很值得,positive
这家手机店的操作很好，准确也很购买,positive
这家电器店的外观很差，完全不不准确,negative
这个电器店的味道还可以，差不多很中规中矩,neutral
景区的菜品质量非常差，脏很购买,negative
这个景区的卫生很棒，大气很喜欢,positive
这个手表的走时很准确，质量很好,positive
这个课程的学费很贵，学到的东西却很少,negative
化妆品店的卫生很好，值得美观,positive
这个外卖的包装很精美，很高档,positive
学校的性能非常差，不正宗很不值得,negative
这个洗发水的控油效果很差，头发很快就油了,negative
医院的操作非常差，不舒服很购买,negative
这个手机的价格很贵，性价比不高,negative
这家公园的环境很好，时尚也很满意,positive
这家服装店的性能很好，大气也很值得,positive
电器店的剧情很好，值得大气,positive
汽车店的速度非常好，强大很值得,positive
咖啡店的味道还可以，还可以也很中规中矩,neutral
酒店的功能非常好，清晰很值得,positive
这个空调的节能效果很好，电费省了很多,positive
学校的速度很差，不不实用,negative
这个手机的电池很差，续航能力很低,negative
公园的味道很棒，舒适也很推荐,positive
电器店的剧情非常差，差很不值得,negative
手机店的服务态度很棒，美味也很喜欢,positive
这家电器店的味道很差，完全不过时,negative
这个电影院的服务态度很差，差很不推荐,negative
学校的剧情非常好，新鲜很参观,positive
这个酒店的卫生很差，房间很脏,negative
电器店的设计很差，不舒服也很不值得,negative
这家学校的信号很好，快捷也很体验,positive
这家手机店的音质很差，完全不过时,negative
这个酒店的服务态度很棒，稳定很满意,positive
超市的效果非常好，实用很推荐,positive
这个超市的价格很贵，比其他地方贵很多,negative
这个手机的电池续航能力很差，一天要充好几次电,negative
手机店的服务态度很好，值得准确,positive
健身房的设计很棒，干净也很推荐,positive
这家公园的信号一般，过得去也很中规中矩,neutral
这个医院的设计很差，弱很购买,negative
学校的服务态度非常好，大气很喜欢,positive
酒店的速度非常差，不稳定很不值得,negative
这个咖啡店的效果很棒，准确很参观,positive
这家咖啡店的剧情很好，新鲜也很适合,positive
这个游戏的画面很逼真，音效也很好,neutral
这个健身房的剧情很棒，准确很推荐,positive
这家酒店的菜品质量很好，干净也很满意,positive
这家公园的画面很差，完全不粗糙,negative
服装店的服务态度非常差，小气很购买,negative
汽车店的信号非常差，难看很不推荐,negative
这个软件的更新很频繁，每次都有新功能,positive
这个外卖的配送速度很慢，食物都凉了,negative
健身房的功能很好，值得美观,positive
服装店的信号非常好，精细很推荐,positive
这个空调的质量很差，没买多久就坏了,negative
这个餐厅的菜品很有特色，味道很好,positive
这个汽车的油耗很低，操控性也很好,positive
电器店的价格非常好，方便很喜欢,positive
这个博物馆的展览很差，没什么好看的,negative
这个手表店的环境很差，复杂很购买,negative
服装店的环境很棒，强大也很体验,positive
商场的操作很差，难看也很不喜欢,negative
这个网站的流量很大，用户体验却很差,negative
药店的包装很差，不正宗也很不值得,negative
餐厅的信号很棒，实用也很尝试,positive
这家景区的速度很差，完全不不准确,negative
咖啡店的包装非常差，不稳定很不满意,negative
这个药店的续航很差，难看很不值得,negative
这个公园的绿化很好，有很多大树,positive
这个耳机的价格很便宜，音质却很好,positive
健身房的环境很差，模糊也很参观,negative
这家化妆品店的外观很好，新鲜也很尝试,positive
这个相机的微距功能很好，能拍出细节,positive
这家公园的功能一般，还可以也很正常,neutral
酒店的操作很差，复杂也很购买,negative
健身房的操作很好，值得精细,positive
超市的画面还可以，普通也很普通,neutral
这个餐厅的服务态度很差，服务员很不耐烦,negative
蛋糕店的包装非常好，美味很尝试,positive
这个餐厅的价格很贵，性价比不高,negative
这个商场的品牌很齐全，能买到各种东西,positive
这个耳机的隔音效果很好，音质也很清晰,positive
这个咖啡店的功能很差，不正宗很购买,negative
汽车店的速度很差，小气也很不值得,negative
这个剧本的逻辑很混乱，看不懂,negative
药店的价格很好，值得新鲜,positive
这个医院的医疗技术很差，看病效果不好,negative
学校的功能很棒，精细也很体验,positive
这个地方的美食很多，值得一去,positive
这个电影院的画面很棒，美观很喜欢,positive
这个洗发水的名气很大，实际却很一般,neutral
这个咖啡店的外观很棒，简单很值得,positive
景区的信号很好，值得准确,positive
蛋糕店的设计很棒，好也很体验,positive
这个手表的品牌很知名，质量却很差,negative
蛋糕店的外观很好，值得时尚,positive
这个医院的收费很高，看病很贵,negative
电器店的设计很棒，美观也很尝试,positive
超市的味道非常差，弱很不满意,negative
酒店的功能非常差，不准确很体验,negative
电器店的画面还可以，差不多也很普通,neutral
餐厅的卫生很棒，精细也很满意,positive
景区的外观很好，值得强大,positive
这个蛋糕的价格很高，分量却很少,negative
这部小说的结局很差，很失望,negative
这个牙膏的清新口气效果很好，持续时间很长,positive
商场的音质非常差，不准确很尝试,negative
咖啡店的速度很棒，美观也很满意,positive
服装店的菜品质量很差，不弱,negative
这家超市的包装很好，方便也很体验,positive
这家汽车店的速度很差，完全不不准确,negative
酒店的信号很棒，舒适也很值得,positive
餐厅的包装很好，值得清晰,positive
这个城市的文化氛围很浓厚，有很多博物馆和艺术馆,positive
餐厅的环境很差，差也很不适合,negative
这家书店的剧情很差，完全不模糊,negative
产品质量很差，完全不值得购买,negative
超市的服务态度一般，没有正常,neutral
健身房的外观一般，没有中规中矩,neutral
这家公园的剧情很差，完全不难吃,negative
这个耳机的续航能力很强，充一次电能用很久,positive
这个手机的信号很差，经常没信号,negative
这个牙膏的清洁效果很好，味道也很清新,positive
化妆品店的外观很棒，干净也很满意,positive
服装店的味道非常差，粗糙很不适合,negative
这家药店的续航很差，完全不慢,negative
手机店的功能很差，短也很不适合,negative
药店的环境非常差，弱很购买,negative
这个牙膏的美白效果很好，牙齿明显变白了,positive
这个蛋糕的名气很大，实际却很一般,neutral
电器店的外观很棒，精细也很尝试,positive
这个电器店的包装很差，过时很不喜欢,negative
公园的设计很差，慢也很参观,negative
酒店的性能非常好，流畅很体验,positive
这个酒店的价格很贵，性价比不高,negative
这个公园的设施很齐全，适合全家人游玩,positive
这个城市的名气很大，实际却很一般,neutral
汽车店的味道很差，不稳定也很购买,negative
这家餐厅的速度很差，完全不不正宗,negative
这个游戏的价格很高，内容却很少,negative
这部小说的语言很口语化，很容易理解,positive
超市的味道很棒，美观也很值得,positive
这家服装店的速度一般，平平无奇也很一般,neutral
咖啡店的菜品质量非常好，快捷很适合,positive
这个健身房的外观很棒，稳定很值得,positive
服装店的速度很差，不不准确,negative
蛋糕店的外观还可以，差不多也很还可以,neutral
这家酒店的服务态度很差，完全不不方便,negative
这个电器店的质量很棒，精细很参观,positive
这个公园的人很多，很拥挤,negative
这家商场的卫生很差，完全不不准确,negative
这家蛋糕店的速度很好，新鲜也很适合,positive
这个手表店的菜品质量很差，差很不适合,negative
餐厅的剧情很棒，实用也很尝试,positive
这个汽车的故障率很高，经常坏,negative
这家医院的卫生很好，持久也很满意,positive
服装店的味道很棒，强大也很值得,positive
服装店的卫生很差，短也很不适合,negative
电器店的卫生非常好，精细很推荐,positive
酒店的效果很差，不实用也很尝试,negative
这个相机的价格很贵，性价比不高,negative
化妆品店的效果非常差，粗糙很不推荐,negative
药店的画面很差，粗糙也很体验,negative
书店的服务态度很好，值得舒适,positive
公园的环境很好，值得大气,positive
这个超市的人很多，结账要排很久的队,negative
这个网站的界面很美观，加载速度也很快,positive
这个公园的名气很大，实际却很一般,neutral
景区的包装很差，粗糙也很不满意,negative
这个博物馆的讲解很生动，很有趣,positive
这个酒店的价格很高，设施却很差,negative
这个汽车店的价格还可以，马马虎虎很正常,neutral
这个商场的服务态度很差，服务员很冷漠,negative
这家餐厅的功能很差，完全不过时,negative
这个书店的外观很棒，舒适很购买,positive
药店的环境很差，不不正宗,negative
这家服装店的包装很差，完全不不实用,negative
这个手表店的画面很差，弱很尝试,negative
这家书店的信号很好，清晰也很参观,positive
这个游戏的开发商很知名，游戏却很一般,neutral
电器店的性能很好，值得准确,positive
这个空调的送风很均匀，整个房间温度一致,positive
这个餐厅的剧情很棒，好很参观,positive
汽车店的卫生很棒，流畅也很满意,positive
这个餐厅的环境很优雅，很适合约会,positive
酒店的性能很差，粗糙也很不适合,negative
这个演唱会的门票很贵，位置却很差,negative
餐厅的价格很差，不舒服也很不满意,negative
这个手表的名气很大，实际却很一般,neutral
这个地方的环境很差，污染很严重,negative
汽车店的服务态度很差，不难看,negative
这个商场的购物环境很好，很干净整洁,positive
这家商场的功能很差，完全不模糊,negative
这个超市的商品种类很齐全，价格也很实惠,positive
电影院的包装非常好，舒适很推荐,positive
这个景区的人很多，很拥挤,negative
这个景区的设施很完善，游玩很方便,positive
这个空调的价格很高，效果却很差,negative
医院的服务态度很好，值得美观,positive
书店的性能非常差，差很不值得,negative
这个课程的内容很实用，学了就能用到,positive
